instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
282062085,1101805,BANKEX25DEC66100CE,"BANKEX",0,2025-12-24,66100,0.05,30,CE,BFO-OPT,BFO
282829573,1104803,BANKEX25DEC66100PE,"BANKEX",0,2025-12-24,66100,0.05,30,PE,BFO-OPT,BFO
284879109,1112809,BANKEX25DEC67300CE,"BANKEX",0,2025-12-24,67300,0.05,30,CE,BFO-OPT,BFO
285512709,1115284,BANKEX25DEC67300PE,"BANKEX",0,2025-12-24,67300,0.05,30,PE,BFO-OPT,BFO
282935301,1105216,BANKEX25DEC66000CE,"BANKEX",0,2025-12-24,66000,0.05,30,CE,BFO-OPT,BFO
283909381,1109021,BANKEX25DEC66000PE,"BANKEX",0,2025-12-24,66000,0.05,30,PE,BFO-OPT,BFO
283489797,1107382,BANKEX25DEC67400CE,"BANKEX",0,2025-12-24,67400,0.05,30,CE,BFO-OPT,BFO
284777733,1112413,BANKEX25DEC67400PE,"BANKEX",0,2025-12-24,67400,0.05,30,PE,BFO-OPT,BFO
285670405,1115900,BANKEX25DEC67500PE,"BANKEX",0,2025-12-24,67500,0.05,30,PE,BFO-OPT,BFO
300459525,1173670,BANKEX25DEC74500CE,"BANKEX",0,2025-12-24,74500,0.05,30,CE,BFO-OPT,BFO
300607749,1174249,BANKEX25DEC74500PE,"BANKEX",0,2025-12-24,74500,0.05,30,PE,BFO-OPT,BFO
297794309,1163259,BANKEX25DEC74400CE,"BANKEX",0,2025-12-24,74400,0.05,30,CE,BFO-OPT,BFO
298200325,1164845,BANKEX25DEC74400PE,"BANKEX",0,2025-12-24,74400,0.05,30,PE,BFO-OPT,BFO
297356549,1161549,BANKEX25DEC74300CE,"BANKEX",0,2025-12-24,74300,0.05,30,CE,BFO-OPT,BFO
297366021,1161586,BANKEX25DEC74300PE,"BANKEX",0,2025-12-24,74300,0.05,30,PE,BFO-OPT,BFO
296950021,1159961,BANKEX25DEC74200CE,"BANKEX",0,2025-12-24,74200,0.05,30,CE,BFO-OPT,BFO
296980997,1160082,BANKEX25DEC74200PE,"BANKEX",0,2025-12-24,74200,0.05,30,PE,BFO-OPT,BFO
296985605,1160100,BANKEX25DEC74100CE,"BANKEX",0,2025-12-24,74100,0.05,30,CE,BFO-OPT,BFO
297015045,1160215,BANKEX25DEC74100PE,"BANKEX",0,2025-12-24,74100,0.05,30,PE,BFO-OPT,BFO
296861701,1159616,BANKEX25DEC74000CE,"BANKEX",0,2025-12-24,74000,0.05,30,CE,BFO-OPT,BFO
296876549,1159674,BANKEX25DEC74000PE,"BANKEX",0,2025-12-24,74000,0.05,30,PE,BFO-OPT,BFO
296890117,1159727,BANKEX25DEC73900CE,"BANKEX",0,2025-12-24,73900,0.05,30,CE,BFO-OPT,BFO
296906757,1159792,BANKEX25DEC73900PE,"BANKEX",0,2025-12-24,73900,0.05,30,PE,BFO-OPT,BFO
296908805,1159800,BANKEX25DEC73800CE,"BANKEX",0,2025-12-24,73800,0.05,30,CE,BFO-OPT,BFO
296923141,1159856,BANKEX25DEC73800PE,"BANKEX",0,2025-12-24,73800,0.05,30,PE,BFO-OPT,BFO
296781061,1159301,BANKEX25DEC73700PE,"BANKEX",0,2025-12-24,73700,0.05,30,PE,BFO-OPT,BFO
296805381,1159396,BANKEX25DEC73700CE,"BANKEX",0,2025-12-24,73700,0.05,30,CE,BFO-OPT,BFO
296783365,1159310,BANKEX25DEC73600CE,"BANKEX",0,2025-12-24,73600,0.05,30,CE,BFO-OPT,BFO
296798469,1159369,BANKEX25DEC73600PE,"BANKEX",0,2025-12-24,73600,0.05,30,PE,BFO-OPT,BFO
296742661,1159151,BANKEX25DEC73500PE,"BANKEX",0,2025-12-24,73500,0.05,30,PE,BFO-OPT,BFO
296800773,1159378,BANKEX25DEC73500CE,"BANKEX",0,2025-12-24,73500,0.05,30,CE,BFO-OPT,BFO
296778757,1159292,BANKEX25DEC73400CE,"BANKEX",0,2025-12-24,73400,0.05,30,CE,BFO-OPT,BFO
296794373,1159353,BANKEX25DEC73400PE,"BANKEX",0,2025-12-24,73400,0.05,30,PE,BFO-OPT,BFO
290907653,1136358,BANKEX25DEC73300PE,"BANKEX",0,2025-12-24,73300,0.05,30,PE,BFO-OPT,BFO
291069701,1136991,BANKEX25DEC73300CE,"BANKEX",0,2025-12-24,73300,0.05,30,CE,BFO-OPT,BFO
290988293,1136673,BANKEX25DEC73200CE,"BANKEX",0,2025-12-24,73200,0.05,30,CE,BFO-OPT,BFO
291039237,1136872,BANKEX25DEC73200PE,"BANKEX",0,2025-12-24,73200,0.05,30,PE,BFO-OPT,BFO
290353413,1134193,BANKEX25DEC73100PE,"BANKEX",0,2025-12-24,73100,0.05,30,PE,BFO-OPT,BFO
290487813,1134718,BANKEX25DEC73100CE,"BANKEX",0,2025-12-24,73100,0.05,30,CE,BFO-OPT,BFO
290358277,1134212,BANKEX25DEC73000CE,"BANKEX",0,2025-12-24,73000,0.05,30,CE,BFO-OPT,BFO
290471941,1134656,BANKEX25DEC73000PE,"BANKEX",0,2025-12-24,73000,0.05,30,PE,BFO-OPT,BFO
290210821,1133636,BANKEX25DEC72900PE,"BANKEX",0,2025-12-24,72900,0.05,30,PE,BFO-OPT,BFO
290255877,1133812,BANKEX25DEC72900CE,"BANKEX",0,2025-12-24,72900,0.05,30,CE,BFO-OPT,BFO
290214917,1133652,BANKEX25DEC72800CE,"BANKEX",0,2025-12-24,72800,0.05,30,CE,BFO-OPT,BFO
290241285,1133755,BANKEX25DEC72800PE,"BANKEX",0,2025-12-24,72800,0.05,30,PE,BFO-OPT,BFO
290246917,1133777,BANKEX25DEC72700CE,"BANKEX",0,2025-12-24,72700,0.05,30,CE,BFO-OPT,BFO
290273541,1133881,BANKEX25DEC72700PE,"BANKEX",0,2025-12-24,72700,0.05,30,PE,BFO-OPT,BFO
290114565,1133260,BANKEX25DEC72600CE,"BANKEX",0,2025-12-24,72600,0.05,30,CE,BFO-OPT,BFO
290137093,1133348,BANKEX25DEC72600PE,"BANKEX",0,2025-12-24,72600,0.05,30,PE,BFO-OPT,BFO
290140677,1133362,BANKEX25DEC72500CE,"BANKEX",0,2025-12-24,72500,0.05,30,CE,BFO-OPT,BFO
290157061,1133426,BANKEX25DEC72500PE,"BANKEX",0,2025-12-24,72500,0.05,30,PE,BFO-OPT,BFO
290107141,1133231,BANKEX25DEC72400CE,"BANKEX",0,2025-12-24,72400,0.05,30,CE,BFO-OPT,BFO
290129157,1133317,BANKEX25DEC72400PE,"BANKEX",0,2025-12-24,72400,0.05,30,PE,BFO-OPT,BFO
290134277,1133337,BANKEX25DEC72300CE,"BANKEX",0,2025-12-24,72300,0.05,30,CE,BFO-OPT,BFO
290153221,1133411,BANKEX25DEC72300PE,"BANKEX",0,2025-12-24,72300,0.05,30,PE,BFO-OPT,BFO
289934597,1132557,BANKEX25DEC72200PE,"BANKEX",0,2025-12-24,72200,0.05,30,PE,BFO-OPT,BFO
290003973,1132828,BANKEX25DEC72200CE,"BANKEX",0,2025-12-24,72200,0.05,30,CE,BFO-OPT,BFO
289940997,1132582,BANKEX25DEC72100CE,"BANKEX",0,2025-12-24,72100,0.05,30,CE,BFO-OPT,BFO
289981957,1132742,BANKEX25DEC72100PE,"BANKEX",0,2025-12-24,72100,0.05,30,PE,BFO-OPT,BFO
289989381,1132771,BANKEX25DEC72000CE,"BANKEX",0,2025-12-24,72000,0.05,30,CE,BFO-OPT,BFO
290036997,1132957,BANKEX25DEC72000PE,"BANKEX",0,2025-12-24,72000,0.05,30,PE,BFO-OPT,BFO
289918981,1132496,BANKEX25DEC71900PE,"BANKEX",0,2025-12-24,71900,0.05,30,PE,BFO-OPT,BFO
290077445,1133115,BANKEX25DEC71900CE,"BANKEX",0,2025-12-24,71900,0.05,30,CE,BFO-OPT,BFO
290012933,1132863,BANKEX25DEC71800CE,"BANKEX",0,2025-12-24,71800,0.05,30,CE,BFO-OPT,BFO
290055941,1133031,BANKEX25DEC71800PE,"BANKEX",0,2025-12-24,71800,0.05,30,PE,BFO-OPT,BFO
289904901,1132441,BANKEX25DEC71700PE,"BANKEX",0,2025-12-24,71700,0.05,30,PE,BFO-OPT,BFO
290063109,1133059,BANKEX25DEC71700CE,"BANKEX",0,2025-12-24,71700,0.05,30,CE,BFO-OPT,BFO
289912325,1132470,BANKEX25DEC71600CE,"BANKEX",0,2025-12-24,71600,0.05,30,CE,BFO-OPT,BFO
290044677,1132987,BANKEX25DEC71600PE,"BANKEX",0,2025-12-24,71600,0.05,30,PE,BFO-OPT,BFO
290050821,1133011,BANKEX25DEC71500CE,"BANKEX",0,2025-12-24,71500,0.05,30,CE,BFO-OPT,BFO
290092293,1133173,BANKEX25DEC71500PE,"BANKEX",0,2025-12-24,71500,0.05,30,PE,BFO-OPT,BFO
289469445,1130740,BANKEX25DEC71400PE,"BANKEX",0,2025-12-24,71400,0.05,30,PE,BFO-OPT,BFO
289492485,1130830,BANKEX25DEC71400CE,"BANKEX",0,2025-12-24,71400,0.05,30,CE,BFO-OPT,BFO
289471749,1130749,BANKEX25DEC71300CE,"BANKEX",0,2025-12-24,71300,0.05,30,CE,BFO-OPT,BFO
289487621,1130811,BANKEX25DEC71300PE,"BANKEX",0,2025-12-24,71300,0.05,30,PE,BFO-OPT,BFO
289437445,1130615,BANKEX25DEC71200PE,"BANKEX",0,2025-12-24,71200,0.05,30,PE,BFO-OPT,BFO
289489157,1130817,BANKEX25DEC71200CE,"BANKEX",0,2025-12-24,71200,0.05,30,CE,BFO-OPT,BFO
289468421,1130736,BANKEX25DEC71100CE,"BANKEX",0,2025-12-24,71100,0.05,30,CE,BFO-OPT,BFO
289481477,1130787,BANKEX25DEC71100PE,"BANKEX",0,2025-12-24,71100,0.05,30,PE,BFO-OPT,BFO
289431557,1130592,BANKEX25DEC71000PE,"BANKEX",0,2025-12-24,71000,0.05,30,PE,BFO-OPT,BFO
289484549,1130799,BANKEX25DEC71000CE,"BANKEX",0,2025-12-24,71000,0.05,30,CE,BFO-OPT,BFO
289148933,1129488,BANKEX25DEC70900CE,"BANKEX",0,2025-12-24,70900,0.05,30,CE,BFO-OPT,BFO
289173253,1129583,BANKEX25DEC70900PE,"BANKEX",0,2025-12-24,70900,0.05,30,PE,BFO-OPT,BFO
289138949,1129449,BANKEX25DEC70800PE,"BANKEX",0,2025-12-24,70800,0.05,30,PE,BFO-OPT,BFO
289178117,1129602,BANKEX25DEC70800CE,"BANKEX",0,2025-12-24,70800,0.05,30,CE,BFO-OPT,BFO
289142789,1129464,BANKEX25DEC70700CE,"BANKEX",0,2025-12-24,70700,0.05,30,CE,BFO-OPT,BFO
289166853,1129558,BANKEX25DEC70700PE,"BANKEX",0,2025-12-24,70700,0.05,30,PE,BFO-OPT,BFO
289169413,1129568,BANKEX25DEC70600CE,"BANKEX",0,2025-12-24,70600,0.05,30,CE,BFO-OPT,BFO
289195013,1129668,BANKEX25DEC70600PE,"BANKEX",0,2025-12-24,70600,0.05,30,PE,BFO-OPT,BFO
289134597,1129432,BANKEX25DEC70500CE,"BANKEX",0,2025-12-24,70500,0.05,30,CE,BFO-OPT,BFO
289160197,1129532,BANKEX25DEC70500PE,"BANKEX",0,2025-12-24,70500,0.05,30,PE,BFO-OPT,BFO
289163269,1129544,BANKEX25DEC70400CE,"BANKEX",0,2025-12-24,70400,0.05,30,CE,BFO-OPT,BFO
289187845,1129640,BANKEX25DEC70400PE,"BANKEX",0,2025-12-24,70400,0.05,30,PE,BFO-OPT,BFO
289124869,1129394,BANKEX25DEC70300CE,"BANKEX",0,2025-12-24,70300,0.05,30,CE,BFO-OPT,BFO
289152005,1129500,BANKEX25DEC70300PE,"BANKEX",0,2025-12-24,70300,0.05,30,PE,BFO-OPT,BFO
289024517,1129002,BANKEX25DEC70200CE,"BANKEX",0,2025-12-24,70200,0.05,30,CE,BFO-OPT,BFO
289050117,1129102,BANKEX25DEC70200PE,"BANKEX",0,2025-12-24,70200,0.05,30,PE,BFO-OPT,BFO
289011973,1128953,BANKEX25DEC70100PE,"BANKEX",0,2025-12-24,70100,0.05,30,PE,BFO-OPT,BFO
289053445,1129115,BANKEX25DEC70100CE,"BANKEX",0,2025-12-24,70100,0.05,30,CE,BFO-OPT,BFO
289018117,1128977,BANKEX25DEC70000CE,"BANKEX",0,2025-12-24,70000,0.05,30,CE,BFO-OPT,BFO
289042181,1129071,BANKEX25DEC70000PE,"BANKEX",0,2025-12-24,70000,0.05,30,PE,BFO-OPT,BFO
288778501,1128041,BANKEX25DEC69900CE,"BANKEX",0,2025-12-24,69900,0.05,30,CE,BFO-OPT,BFO
288866309,1128384,BANKEX25DEC69900PE,"BANKEX",0,2025-12-24,69900,0.05,30,PE,BFO-OPT,BFO
288741637,1127897,BANKEX25DEC69800PE,"BANKEX",0,2025-12-24,69800,0.05,30,PE,BFO-OPT,BFO
288881157,1128442,BANKEX25DEC69800CE,"BANKEX",0,2025-12-24,69800,0.05,30,CE,BFO-OPT,BFO
288754693,1127948,BANKEX25DEC69700CE,"BANKEX",0,2025-12-24,69700,0.05,30,CE,BFO-OPT,BFO
288840709,1128284,BANKEX25DEC69700PE,"BANKEX",0,2025-12-24,69700,0.05,30,PE,BFO-OPT,BFO
288854277,1128337,BANKEX25DEC69600CE,"BANKEX",0,2025-12-24,69600,0.05,30,CE,BFO-OPT,BFO
288930053,1128633,BANKEX25DEC69600PE,"BANKEX",0,2025-12-24,69600,0.05,30,PE,BFO-OPT,BFO
283240197,1106407,BANKEX25DEC69500CE,"BANKEX",0,2025-12-24,69500,0.05,30,CE,BFO-OPT,BFO
284596741,1111706,BANKEX25DEC69500PE,"BANKEX",0,2025-12-24,69500,0.05,30,PE,BFO-OPT,BFO
284677637,1112022,BANKEX25DEC69400CE,"BANKEX",0,2025-12-24,69400,0.05,30,CE,BFO-OPT,BFO
285359621,1114686,BANKEX25DEC69400PE,"BANKEX",0,2025-12-24,69400,0.05,30,PE,BFO-OPT,BFO
284433157,1111067,BANKEX25DEC69300PE,"BANKEX",0,2025-12-24,69300,0.05,30,PE,BFO-OPT,BFO
285446661,1115026,BANKEX25DEC69300CE,"BANKEX",0,2025-12-24,69300,0.05,30,CE,BFO-OPT,BFO
284523013,1111418,BANKEX25DEC69200CE,"BANKEX",0,2025-12-24,69200,0.05,30,CE,BFO-OPT,BFO
285188357,1114017,BANKEX25DEC69200PE,"BANKEX",0,2025-12-24,69200,0.05,30,PE,BFO-OPT,BFO
282014725,1101620,BANKEX25DEC69100PE,"BANKEX",0,2025-12-24,69100,0.05,30,PE,BFO-OPT,BFO
285287429,1114404,BANKEX25DEC69100CE,"BANKEX",0,2025-12-24,69100,0.05,30,CE,BFO-OPT,BFO
284350725,1110745,BANKEX25DEC69000CE,"BANKEX",0,2025-12-24,69000,0.05,30,CE,BFO-OPT,BFO
284968965,1113160,BANKEX25DEC69000PE,"BANKEX",0,2025-12-24,69000,0.05,30,PE,BFO-OPT,BFO
282351621,1102936,BANKEX25DEC68900PE,"BANKEX",0,2025-12-24,68900,0.05,30,PE,BFO-OPT,BFO
285550085,1115430,BANKEX25DEC68900CE,"BANKEX",0,2025-12-24,68900,0.05,30,CE,BFO-OPT,BFO
282461445,1103365,BANKEX25DEC68800CE,"BANKEX",0,2025-12-24,68800,0.05,30,CE,BFO-OPT,BFO
283216133,1106313,BANKEX25DEC68800PE,"BANKEX",0,2025-12-24,68800,0.05,30,PE,BFO-OPT,BFO
282149893,1102148,BANKEX25DEC68700PE,"BANKEX",0,2025-12-24,68700,0.05,30,PE,BFO-OPT,BFO
285392133,1114813,BANKEX25DEC68700CE,"BANKEX",0,2025-12-24,68700,0.05,30,CE,BFO-OPT,BFO
282261765,1102585,BANKEX25DEC68600CE,"BANKEX",0,2025-12-24,68600,0.05,30,CE,BFO-OPT,BFO
283012357,1105517,BANKEX25DEC68600PE,"BANKEX",0,2025-12-24,68600,0.05,30,PE,BFO-OPT,BFO
283113477,1105912,BANKEX25DEC68500CE,"BANKEX",0,2025-12-24,68500,0.05,30,CE,BFO-OPT,BFO
285756677,1116237,BANKEX25DEC68500PE,"BANKEX",0,2025-12-24,68500,0.05,30,PE,BFO-OPT,BFO
282062597,1101807,BANKEX25DEC68400CE,"BANKEX",0,2025-12-24,68400,0.05,30,CE,BFO-OPT,BFO
282836741,1104831,BANKEX25DEC68400PE,"BANKEX",0,2025-12-24,68400,0.05,30,PE,BFO-OPT,BFO
282937605,1105225,BANKEX25DEC68300CE,"BANKEX",0,2025-12-24,68300,0.05,30,CE,BFO-OPT,BFO
284062213,1109618,BANKEX25DEC68300PE,"BANKEX",0,2025-12-24,68300,0.05,30,PE,BFO-OPT,BFO
282542853,1103683,BANKEX25DEC68200PE,"BANKEX",0,2025-12-24,68200,0.05,30,PE,BFO-OPT,BFO
285688069,1115969,BANKEX25DEC68200CE,"BANKEX",0,2025-12-24,68200,0.05,30,CE,BFO-OPT,BFO
282729989,1104414,BANKEX25DEC68100CE,"BANKEX",0,2025-12-24,68100,0.05,30,CE,BFO-OPT,BFO
283439621,1107186,BANKEX25DEC68100PE,"BANKEX",0,2025-12-24,68100,0.05,30,PE,BFO-OPT,BFO
282330885,1102855,BANKEX25DEC68000PE,"BANKEX",0,2025-12-24,68000,0.05,30,PE,BFO-OPT,BFO
283562245,1107665,BANKEX25DEC68000CE,"BANKEX",0,2025-12-24,68000,0.05,30,CE,BFO-OPT,BFO
283051781,1105671,BANKEX25DEC67900CE,"BANKEX",0,2025-12-24,67900,0.05,30,CE,BFO-OPT,BFO
284449029,1111129,BANKEX25DEC67900PE,"BANKEX",0,2025-12-24,67900,0.05,30,PE,BFO-OPT,BFO
284541189,1111489,BANKEX25DEC67800CE,"BANKEX",0,2025-12-24,67800,0.05,30,CE,BFO-OPT,BFO
285210373,1114103,BANKEX25DEC67800PE,"BANKEX",0,2025-12-24,67800,0.05,30,PE,BFO-OPT,BFO
283598853,1107808,BANKEX25DEC67700PE,"BANKEX",0,2025-12-24,67700,0.05,30,PE,BFO-OPT,BFO
285307909,1114484,BANKEX25DEC67700CE,"BANKEX",0,2025-12-24,67700,0.05,30,CE,BFO-OPT,BFO
284368901,1110816,BANKEX25DEC67600CE,"BANKEX",0,2025-12-24,67600,0.05,30,CE,BFO-OPT,BFO
284992517,1113252,BANKEX25DEC67600PE,"BANKEX",0,2025-12-24,67600,0.05,30,PE,BFO-OPT,BFO
285113093,1113723,BANKEX25DEC67500CE,"BANKEX",0,2025-12-24,67500,0.05,30,CE,BFO-OPT,BFO
284900613,1112893,BANKEX25DEC65900CE,"BANKEX",0,2025-12-24,65900,0.05,30,CE,BFO-OPT,BFO
285531909,1115359,BANKEX25DEC65900PE,"BANKEX",0,2025-12-24,65900,0.05,30,PE,BFO-OPT,BFO
283268357,1106517,BANKEX25DEC65800CE,"BANKEX",0,2025-12-24,65800,0.05,30,CE,BFO-OPT,BFO
284606213,1111743,BANKEX25DEC65800PE,"BANKEX",0,2025-12-24,65800,0.05,30,PE,BFO-OPT,BFO
284699141,1112106,BANKEX25DEC65700CE,"BANKEX",0,2025-12-24,65700,0.05,30,CE,BFO-OPT,BFO
285376773,1114753,BANKEX25DEC65700PE,"BANKEX",0,2025-12-24,65700,0.05,30,PE,BFO-OPT,BFO
284447493,1111123,BANKEX25DEC65600PE,"BANKEX",0,2025-12-24,65600,0.05,30,PE,BFO-OPT,BFO
285460485,1115080,BANKEX25DEC65600CE,"BANKEX",0,2025-12-24,65600,0.05,30,CE,BFO-OPT,BFO
284540421,1111486,BANKEX25DEC65500CE,"BANKEX",0,2025-12-24,65500,0.05,30,CE,BFO-OPT,BFO
285207301,1114091,BANKEX25DEC65500PE,"BANKEX",0,2025-12-24,65500,0.05,30,PE,BFO-OPT,BFO
282035205,1101700,BANKEX25DEC65400PE,"BANKEX",0,2025-12-24,65400,0.05,30,PE,BFO-OPT,BFO
285305605,1114475,BANKEX25DEC65400CE,"BANKEX",0,2025-12-24,65400,0.05,30,CE,BFO-OPT,BFO
284367877,1110812,BANKEX25DEC65300CE,"BANKEX",0,2025-12-24,65300,0.05,30,CE,BFO-OPT,BFO
284990469,1113244,BANKEX25DEC65300PE,"BANKEX",0,2025-12-24,65300,0.05,30,PE,BFO-OPT,BFO
285111045,1113715,BANKEX25DEC65200CE,"BANKEX",0,2025-12-24,65200,0.05,30,CE,BFO-OPT,BFO
285669125,1115895,BANKEX25DEC65200PE,"BANKEX",0,2025-12-24,65200,0.05,30,PE,BFO-OPT,BFO
284771333,1112388,BANKEX25DEC65100PE,"BANKEX",0,2025-12-24,65100,0.05,30,PE,BFO-OPT,BFO
285748229,1116204,BANKEX25DEC65100CE,"BANKEX",0,2025-12-24,65100,0.05,30,CE,BFO-OPT,BFO
284878853,1112808,BANKEX25DEC65000CE,"BANKEX",0,2025-12-24,65000,0.05,30,CE,BFO-OPT,BFO
285511941,1115281,BANKEX25DEC65000PE,"BANKEX",0,2025-12-24,65000,0.05,30,PE,BFO-OPT,BFO
282279941,1102656,BANKEX25DEC64900CE,"BANKEX",0,2025-12-24,64900,0.05,30,CE,BFO-OPT,BFO
283028485,1105580,BANKEX25DEC64900PE,"BANKEX",0,2025-12-24,64900,0.05,30,PE,BFO-OPT,BFO
283128837,1105972,BANKEX25DEC64800CE,"BANKEX",0,2025-12-24,64800,0.05,30,CE,BFO-OPT,BFO
285773061,1116301,BANKEX25DEC64800PE,"BANKEX",0,2025-12-24,64800,0.05,30,PE,BFO-OPT,BFO
282078981,1101871,BANKEX25DEC64700CE,"BANKEX",0,2025-12-24,64700,0.05,30,CE,BFO-OPT,BFO
282857989,1104914,BANKEX25DEC64700PE,"BANKEX",0,2025-12-24,64700,0.05,30,PE,BFO-OPT,BFO
282950405,1105275,BANKEX25DEC64600CE,"BANKEX",0,2025-12-24,64600,0.05,30,CE,BFO-OPT,BFO
284348421,1110736,BANKEX25DEC64600PE,"BANKEX",0,2025-12-24,64600,0.05,30,PE,BFO-OPT,BFO
282580997,1103832,BANKEX25DEC64500PE,"BANKEX",0,2025-12-24,64500,0.05,30,PE,BFO-OPT,BFO
285702661,1116026,BANKEX25DEC64500CE,"BANKEX",0,2025-12-24,64500,0.05,30,CE,BFO-OPT,BFO
282747397,1104482,BANKEX25DEC64400CE,"BANKEX",0,2025-12-24,64400,0.05,30,CE,BFO-OPT,BFO
283463173,1107278,BANKEX25DEC64400PE,"BANKEX",0,2025-12-24,64400,0.05,30,PE,BFO-OPT,BFO
282345989,1102914,BANKEX25DEC64300PE,"BANKEX",0,2025-12-24,64300,0.05,30,PE,BFO-OPT,BFO
283581701,1107741,BANKEX25DEC64300CE,"BANKEX",0,2025-12-24,64300,0.05,30,CE,BFO-OPT,BFO
282455045,1103340,BANKEX25DEC64200CE,"BANKEX",0,2025-12-24,64200,0.05,30,CE,BFO-OPT,BFO
283209477,1106287,BANKEX25DEC64200PE,"BANKEX",0,2025-12-24,64200,0.05,30,PE,BFO-OPT,BFO
283347205,1106825,BANKEX25DEC64100CE,"BANKEX",0,2025-12-24,64100,0.05,30,CE,BFO-OPT,BFO
284655109,1111934,BANKEX25DEC64100PE,"BANKEX",0,2025-12-24,64100,0.05,30,PE,BFO-OPT,BFO
282259205,1102575,BANKEX25DEC64000CE,"BANKEX",0,2025-12-24,64000,0.05,30,CE,BFO-OPT,BFO
283010309,1105509,BANKEX25DEC64000PE,"BANKEX",0,2025-12-24,64000,0.05,30,PE,BFO-OPT,BFO
284387845,1110890,BANKEX25DEC63900CE,"BANKEX",0,2025-12-24,63900,0.05,30,CE,BFO-OPT,BFO
285011717,1113327,BANKEX25DEC63900PE,"BANKEX",0,2025-12-24,63900,0.05,30,PE,BFO-OPT,BFO
285128453,1113783,BANKEX25DEC63800CE,"BANKEX",0,2025-12-24,63800,0.05,30,CE,BFO-OPT,BFO
